order_detail_id,order_id,product_id,quantity,sales_amount,discount,profit
122,50,10,1,2040.08,0.1,342.91
123,51,9,2,4177.02,0.2,1005.17
124,51,72,1,3924.48,0.05,829.25
125,51,11,3,2863.3,0.1,499.88
126,52,36,3,5996.88,0.05,1306.92
127,52,60,5,13501.91,0.15,2818.9
128,52,84,3,6458.64,0.05,2885.94
129,53,110,4,3701.27,0.1,917.64
130,53,61,5,16457.12,0.2,3162.2
131,53,66,5,7057.0,0.2,2582.24
132,54,78,5,9628.7,0.0,1746.15
133,54,77,4,10676.1,0.05,2271.72
134,54,85,1,2302.7,0.2,561.17
135,55,63,5,7391.56,0.15,1225.66
136,55,44,1,607.33,0.05,101.49
137,55,69,3,13607.1,0.05,4238.81
138,56,112,5,15164.05,0.0,3766.25
139,56,37,3,7281.47,0.05,2499.42
140,56,77,2,4776.15,0.15,1016.29
141,57,25,3,3182.7,0.0,620.22
142,57,45,3,2131.88,0.15,839.49
143,58,87,3,6904.69,0.05,1699.48
144,58,53,5,7404.43,0.1,2236.59
145,59,86,2,2143.62,0.15,724.03
146,59,85,2,4605.39,0.2,1122.34
147,60,38,3,11321.98,0.2,3628.08
148,60,25,5,4508.82,0.15,878.65
149,61,42,4,13473.08,0.15,5439.32
150,61,27,5,4460.6,0.0,909.05
151,62,16,3,3935.71,0.2,793.37
152,62,93,2,4606.4,0.0,1110.0
153,63,77,3,8428.5,0.0,1793.46
154,63,102,4,8595.03,0.05,3856.28
155,63,82,2,6213.37,0.1,2051.12
156,64,62,3,12434.51,0.15,5087.73
157,64,92,4,8111.04,0.15,3146.6
158,65,44,3,1630.21,0.15,272.42
159,65,19,1,233.09,0.05,92.91
160,66,16,5,7379.46,0.1,1487.57
161,66,49,1,1600.87,0.0,534.15
162,66,105,2,3716.04,0.05,1452.51
163,67,119,4,14805.33,0.15,2434.71
164,67,64,5,5529.43,0.05,1967.07
165,68,66,2,3352.07,0.05,1226.56
166,68,73,1,2916.01,0.1,1100.48
167,68,54,4,1712.51,0.15,547.3
168,69,14,4,17296.67,0.1,5401.76
169,69,61,3,12342.84,0.0,2371.65
170,70,18,3,8558.91,0.0,3707.43
171,70,24,1,4635.96,0.0,1134.29
172,70,16,3,4919.64,0.0,991.71
173,71,71,2,3196.78,0.0,774.1
174,71,69,4,19097.68,0.0,5949.2
175,71,35,1,3112.98,0.2,509.1
176,72,73,1,3240.01,0.0,1222.76
177,72,8,3,5544.77,0.15,2467.33
178,73,93,3,6218.64,0.1,1498.5
179,73,36,2,4208.34,0.0,917.14
180,74,29,5,13870.66,0.05,2707.12
181,74,80,5,2887.57,0.05,633.27
182,74,78,2,3851.48,0.0,698.46
183,75,3,3,12732.63,0.0,4845.66
184,75,71,2,2877.1,0.1,696.69
185,75,75,2,6778.87,0.15,2900.06
186,76,79,1,2360.58,0.15,610.32
187,76,3,5,20160.0,0.05,7672.3
188,76,21,4,18447.72,0.0,7029.88
189,77,13,4,16062.76,0.0,6847.48
190,77,32,2,7189.9,0.1,1748.63
191,77,109,5,9447.65,0.0,2953.75
192,78,115,2,5819.4,0.05,1615.23
193,78,23,1,2920.56,0.0,1076.73
194,79,31,3,5514.64,0.1,1257.77
195,79,86,5,5359.04,0.15,1810.08
196,80,109,4,7558.12,0.0,2363.0
197,80,50,2,1213.12,0.0,217.94
198,81,109,4,6802.31,0.1,2126.7
199,81,11,2,1696.77,0.2,296.22
200,81,53,4,5594.46,0.15,1689.87
201,82,97,5,4927.56,0.05,1980.66
202,82,49,2,2561.39,0.2,854.64
203,82,3,4,15279.16,0.1,5814.79
204,83,102,5,10743.79,0.05,4820.35
205,83,113,3,2284.05,0.0,772.02
206,84,64,5,5238.4,0.1,1863.54
207,84,65,4,16473.88,0.15,3548.61
208,85,27,2,1427.39,0.2,290.9
209,85,48,1,1613.97,0.15,681.22
210,86,108,4,6817.36,0.0,2272.96
211,86,90,4,3028.52,0.0,508.16
212,87,28,4,15733.25,0.05,2695.68
213,87,41,2,2378.03,0.2,799.02
214,87,46,3,7063.35,0.0,2003.01
215,88,49,4,6403.48,0.0,2136.6
216,88,77,5,14047.5,0.0,2989.1
217,88,113,1,685.22,0.1,231.61
218,89,92,4,8111.04,0.15,3146.6
219,89,103,3,3508.41,0.05,1285.81
220,89,3,4,16976.84,0.0,6460.88
221,90,63,4,6261.08,0.1,1038.2
222,90,56,1,512.3,0.1,191.85
223,91,33,2,869.71,0.05,277.32
224,91,45,3,2382.69,0.05,938.25
225,92,62,2,8289.68,0.15,3391.82
226,92,21,5,19600.7,0.15,7469.25
227,92,22,5,22630.55,0.0,5483.7
228,93,109,3,5668.59,0.0,1772.25
229,93,5,2,6522.2,0.0,1107.66
230,93,49,2,3201.74,0.0,1068.3
231,94,79,1,2638.29,0.05,682.12
232,94,90,1,643.56,0.15,107.98
233,94,71,3,4315.65,0.1,1045.04
234,95,20,4,9877.42,0.05,3159.05
235,95,38,2,9434.98,0.0,3023.4
236,95,19,4,932.37,0.05,371.64
237,96,22,1,4526.11,0.0,1096.74
238,96,67,1,3376.34,0.15,1149.62
239,97,7,2,523.47,0.05,151.98
240,97,74,5,15127.11,0.1,3561.34
241,97,84,4,9064.76,0.0,4050.44
242,98,31,2,3472.18,0.15,791.93
243,98,3,1,4244.21,0.0,1615.22
244,99,99,3,3938.73,0.0,1293.81
245,99,13,5,20078.45,0.0,8559.35
246,100,100,5,5155.51,0.05,1329.38
247,100,60,2,6353.84,0.0,1326.54
248,101,69,2,9548.84,0.0,2974.6
249,101,120,1,2399.81,0.05,939.44
250,102,110,3,2621.73,0.15,650.0
251,102,22,1,3847.19,0.15,932.23
252,102,99,5,6564.55,0.0,2156.35
253,103,51,2,9090.0,0.0,1423.02
254,103,18,4,11411.88,0.0,4943.24
255,104,109,5,8975.27,0.05,2806.06
256,104,17,5,3081.8,0.05,1036.16
257,104,31,4,8169.84,0.0,1863.36
258,105,59,1,3803.48,0.2,1332.49
259,105,23,2,5841.12,0.0,2153.46
260,105,91,5,4400.2,0.0,1568.4
261,106,9,2,5221.28,0.0,1256.46
262,106,49,3,4322.35,0.1,1442.2
263,107,68,4,14956.54,0.2,5833.95
264,107,103,4,4185.47,0.15,1533.94
265,108,70,5,16200.72,0.1,5159.34
266,108,93,5,10940.2,0.05,2636.25
267,108,52,5,12517.99,0.15,4996.26
268,109,92,4,9065.28,0.05,3516.79
269,109,108,5,7669.53,0.1,2557.08
270,110,22,4,18104.44,0.0,4386.96
271,110,65,1,4845.26,0.0,1043.71
272,111,10,3,6460.24,0.05,1085.88
273,111,77,1,2388.07,0.15,508.15
274,112,116,4,8030.12,0.1,2441.16
275,112,53,3,4689.48,0.05,1416.51
276,113,4,2,7188.82,0.0,3215.26
277,113,41,2,2675.29,0.1,898.9
278,113,63,2,3130.54,0.1,519.1
279,114,111,2,6468.7,0.2,1128.11
280,114,76,3,13379.47,0.1,4097.2
281,114,102,2,4523.7,0.0,2029.62
282,115,3,4,16128.0,0.05,6137.84
283,115,116,4,8030.12,0.1,2441.16
284,115,30,4,11039.26,0.2,3177.44
285,116,60,2,5718.46,0.1,1193.89
286,116,48,2,3417.82,0.1,1442.59
287,116,113,1,761.35,0.0,257.34
288,117,19,1,233.09,0.05,92.91
289,117,115,3,9188.52,0.0,2550.36
290,117,82,3,9320.05,0.1,3076.68
291,118,117,4,6345.64,0.0,2499.36
292,118,50,5,2881.16,0.05,517.61
293,119,46,5,10595.02,0.1,3004.51
294,119,106,1,672.28,0.1,167.26
295,119,66,1,1676.04,0.05,613.28
296,120,43,5,10350.95,0.0,3537.85
297,120,25,1,1060.9,0.0,206.74
298,120,40,2,978.13,0.2,258.62
299,121,92,1,2385.6,0.0,925.47
300,121,72,5,20655.15,0.0,4364.5
301,121,35,5,18483.34,0.05,3022.81
302,122,4,3,9165.75,0.15,4099.46
303,122,58,4,2711.19,0.05,972.23
304,122,52,5,13990.7,0.05,5584.05
305,123,37,1,2171.66,0.15,745.44
306,123,48,5,9493.95,0.0,4007.2
307,124,114,4,3162.67,0.1,1054.62
308,124,57,5,15251.35,0.0,5968.4
309,125,86,5,5043.8,0.2,1703.6
310,125,100,5,4612.82,0.15,1189.45
311,126,9,4,9920.43,0.05,2387.27
312,126,20,4,8317.82,0.2,2660.26
313,127,93,2,4606.4,0.0,1110.0
314,127,82,2,6903.74,0.0,2279.02
315,127,35,5,17510.54,0.1,2863.71
316,128,36,1,2104.17,0.0,458.57
317,128,51,3,13635.0,0.0,2134.53
318,128,29,2,5840.28,0.0,1139.84
319,129,54,2,906.62,0.1,289.75
320,129,73,2,5832.02,0.1,2200.97
321,130,71,2,3196.78,0.0,774.1
322,130,73,1,3240.01,0.0,1222.76
323,130,33,1,434.85,0.05,138.66
324,131,94,1,1730.77,0.0,622.94
325,131,62,4,19505.12,0.0,7980.76
326,132,119,4,17418.04,0.0,2864.36
327,132,87,1,1938.16,0.2,477.05
328,133,59,3,12123.59,0.15,4247.31
329,133,104,3,9660.74,0.1,2040.34
330,134,34,5,17958.97,0.15,6246.52
331,134,74,3,8067.79,0.2,1899.38
332,135,86,2,2017.52,0.2,681.44
333,135,42,5,16841.35,0.15,6799.15
334,135,68,3,11918.5,0.15,4648.93
335,136,100,2,2170.74,0.0,559.74
336,136,115,1,2756.56,0.1,765.11
337,137,62,5,23162.33,0.05,9477.15
338,137,35,4,12451.94,0.2,2036.42
339,137,43,4,8280.76,0.0,2830.28
340,138,76,3,14866.08,0.0,4552.44
341,138,39,2,5886.32,0.15,1482.16
342,138,103,2,2462.04,0.0,902.32
343,139,113,4,3045.4,0.0,1029.36
344,139,32,1,3195.51,0.2,777.17
345,140,70,4,11520.51,0.2,3668.86
346,140,65,4,17442.94,0.1,3757.36
347,140,47,5,10253.4,0.05,4533.26
348,141,39,2,5886.32,0.15,1482.16
349,141,11,4,3393.54,0.2,592.45
350,141,32,1,3794.67,0.05,922.89
351,142,119,1,3919.06,0.1,644.48
352,142,114,4,3162.67,0.1,1054.62
353,143,20,4,10397.28,0.0,3325.32
354,143,54,3,1435.49,0.05,458.76
355,144,16,2,2951.78,0.1,595.03
356,144,40,4,2200.79,0.1,581.9
357,145,76,4,17839.3,0.1,5462.93
358,145,28,2,7866.63,0.05,1347.84
359,146,32,2,7589.34,0.05,1845.77
360,146,79,2,4721.15,0.15,1220.63
361,147,42,1,3962.67,0.0,1599.8
362,147,76,1,4955.36,0.0,1517.48
363,147,49,1,1600.87,0.0,534.15
364,148,70,1,2880.13,0.2,917.22
365,148,55,2,4442.58,0.0,1353.8
366,148,64,1,1047.68,0.1,372.71
367,149,23,2,5549.06,0.05,2045.79
368,149,5,3,7826.64,0.2,1329.19
369,150,88,3,8433.84,0.2,3413.83
370,150,118,5,21207.65,0.0,5602.55
371,151,6,3,13056.45,0.05,3293.03
372,151,22,1,4526.11,0.0,1096.74
373,151,115,5,15314.2,0.0,4250.6
374,152,6,1,4581.21,0.0,1155.45
375,152,79,2,4998.87,0.1,1292.44
376,153,106,1,709.63,0.05,176.55
377,153,63,5,8261.15,0.05,1369.85
378,154,79,5,13885.75,0.0,3590.1
379,154,108,5,8095.61,0.05,2699.14
380,155,18,5,13551.61,0.05,5870.1
381,155,9,2,4177.02,0.2,1005.17
382,155,60,5,15884.6,0.0,3316.35
383,156,64,2,1862.54,0.2,662.59
384,156,78,3,5777.22,0.0,1047.69
385,157,51,2,7272.0,0.2,1138.42
386,157,110,4,3701.27,0.1,917.64
387,157,44,3,1630.21,0.15,272.42
388,158,40,4,2200.79,0.1,581.9
389,158,38,2,8963.23,0.05,2872.23
390,158,84,3,6798.57,0.0,3037.83
391,159,31,2,3267.94,0.2,745.34
392,159,60,2,6353.84,0.0,1326.54
393,160,11,1,1060.48,0.0,185.14
394,160,8,1,1956.98,0.1,870.82
395,160,76,2,9910.72,0.0,3034.96
396,161,93,3,6564.12,0.05,1581.75
397,161,10,3,5780.21,0.15,971.58
398,162,31,4,7352.86,0.1,1677.02
399,162,92,1,1908.48,0.2,740.38
400,162,62,5,19505.12,0.2,7980.76
401,163,76,2,8919.65,0.1,2731.46
402,163,39,1,3289.41,0.05,828.27
403,163,120,2,4547.02,0.1,1779.98
404,164,25,1,1060.9,0.0,206.74
405,164,45,3,2257.28,0.1,888.87
406,164,9,2,4699.15,0.1,1130.81
407,165,60,4,10166.14,0.2,2122.46
408,165,85,3,7771.6,0.1,1893.94
409,166,18,4,9129.5,0.2,3954.59
410,166,105,3,4987.32,0.15,1949.42
411,166,42,2,7925.34,0.0,3199.6
412,167,112,2,5762.34,0.05,1431.17
413,167,101,4,17755.48,0.0,5595.24
414,168,63,3,5217.57,0.0,865.17
415,168,113,1,761.35,0.0,257.34
416,169,31,5,9191.07,0.1,2096.28
417,169,66,3,5292.75,0.0,1936.68
418,170,93,1,2303.2,0.0,555.0
419,170,24,3,11126.3,0.2,2722.3
420,170,54,3,1284.38,0.15,410.47
421,171,48,1,1708.91,0.1,721.3
422,171,44,5,3196.5,0.0,534.15
423,171,1,2,9473.8,0.0,2364.04
424,172,43,5,9833.4,0.05,3360.96
425,172,88,5,15813.45,0.1,6400.93
426,173,114,5,3733.71,0.15,1245.04
427,173,68,2,8413.06,0.1,3281.6
428,173,76,1,4459.82,0.1,1365.73
429,174,93,5,10940.2,0.05,2636.25
430,174,76,5,22299.12,0.1,6828.66
431,175,6,1,4123.09,0.1,1039.9
432,175,37,5,10219.6,0.2,3507.96
433,175,43,1,1863.17,0.1,636.81
434,176,107,4,9178.27,0.1,1470.6
435,176,113,5,3235.74,0.15,1093.7
436,177,30,5,17248.85,0.0,4964.75
437,177,119,4,16547.14,0.05,2721.14
438,177,41,3,3567.05,0.2,1198.54
439,178,110,2,1645.01,0.2,407.84
440,178,5,5,15490.22,0.05,2630.69
441,179,51,5,22725.0,0.0,3557.55
442,179,34,1,4225.64,0.0,1469.77
443,179,1,4,18947.6,0.0,4728.08
444,180,51,4,18180.0,0.0,2846.04
445,180,1,1,4500.05,0.05,1122.92
446,181,69,5,21484.89,0.1,6692.85
447,181,105,1,1662.44,0.15,649.81
448,182,112,3,7733.67,0.15,1920.79
449,182,94,1,1557.69,0.1,560.65
450,183,75,5,18940.96,0.05,8103.12
451,183,28,1,4140.33,0.0,709.39
452,183,69,4,16233.03,0.15,5056.82
453,184,93,5,9212.8,0.2,2220.0
454,184,43,2,4140.38,0.0,1415.14
455,184,23,4,11682.24,0.0,4306.92
456,185,43,2,3726.34,0.1,1273.63
457,185,83,1,3812.88,0.0,611.15
458,186,17,3,1946.4,0.0,654.42
459,186,120,3,6062.69,0.2,2373.31
460,186,96,3,11545.36,0.1,2951.1
461,187,21,2,7379.09,0.2,2811.95
462,187,116,2,4238.12,0.05,1288.39
463,187,55,1,2110.23,0.05,643.05
464,188,40,5,2445.32,0.2,646.56
465,188,70,1,3600.16,0.0,1146.52
466,188,89,2,4393.36,0.0,709.44
467,189,110,2,2056.26,0.0,509.8
468,189,120,3,7578.36,0.0,2966.64
469,189,1,1,4263.21,0.1,1063.82
470,190,44,5,2717.03,0.15,454.03
471,190,16,4,5575.59,0.15,1123.94
472,191,16,5,7789.43,0.05,1570.21
473,191,62,1,4632.47,0.05,1895.43
474,192,101,2,7989.97,0.1,2517.86
475,192,12,2,4618.99,0.15,1744.64
476,192,46,3,5650.68,0.2,1602.41
477,193,3,1,4244.21,0.0,1615.22
478,193,117,2,3172.82,0.0,1249.68
479,193,80,3,1823.73,0.0,399.96
480,194,67,5,19860.8,0.0,6762.5
481,194,105,4,6258.59,0.2,2446.34
482,194,89,3,6590.04,0.0,1064.16
483,195,44,4,2301.48,0.1,384.59
484,195,110,1,873.91,0.15,216.67
485,196,100,4,4341.48,0.0,1119.48
486,196,104,2,7156.1,0.0,1511.36
487,197,80,5,2431.64,0.2,533.28
488,197,82,1,2761.5,0.2,911.61
489,197,62,2,7802.05,0.2,3192.3
490,198,120,4,8588.81,0.15,3362.19
491,198,117,4,5711.08,0.1,2249.42
492,198,100,3,2604.89,0.2,671.69
493,199,48,1,1898.79,0.0,801.44
494,199,26,4,1100.64,0.0,426.88
495,199,116,1,1896.0,0.15,576.39
496,200,46,3,5650.68,0.2,1602.41
497,200,3,3,11459.37,0.1,4361.09
498,200,86,1,1197.9,0.05,404.61
499,201,111,2,8085.88,0.0,1410.14
500,201,60,5,13501.91,0.15,2818.9
501,201,11,5,5302.4,0.0,925.7
502,202,76,4,17839.3,0.1,5462.93
503,202,18,5,12125.12,0.15,5252.19
504,203,93,3,6909.6,0.0,1665.0
505,203,98,5,14436.35,0.0,2345.35
506,204,101,3,13316.61,0.0,4196.43
507,204,107,3,6501.28,0.15,1041.67
508,204,82,4,13117.11,0.05,4330.14
509,205,5,1,3098.04,0.05,526.14
510,205,110,2,1645.01,0.2,407.84
511,205,14,3,12972.5,0.1,4051.32
512,206,20,3,7018.16,0.1,2244.59
513,206,36,1,1788.54,0.15,389.78
514,207,47,4,8202.72,0.05,3626.61
515,207,10,3,6120.23,0.1,1028.73
516,208,3,3,12732.63,0.0,4845.66
517,208,4,1,3594.41,0.0,1607.63
518,208,37,5,10858.32,0.15,3727.21
519,209,77,1,2669.03,0.05,567.93
520,209,110,1,1028.13,0.0,254.9
521,210,34,3,12043.07,0.05,4188.84
522,210,99,1,1312.91,0.0,431.27
523,211,74,1,3361.58,0.0,791.41
524,211,28,1,3933.31,0.05,673.92
525,211,75,3,10168.3,0.15,4350.1
526,212,97,1,829.9,0.2,333.58
527,212,70,5,15300.68,0.15,4872.71
528,212,117,5,7535.45,0.05,2967.99
529,213,117,3,4759.23,0.0,1874.52
530,213,71,4,6393.56,0.0,1548.2
531,213,85,3,7771.6,0.1,1893.94
532,214,12,3,7743.59,0.05,2924.84
533,214,85,1,2878.37,0.0,701.46
534,215,9,1,2610.64,0.0,628.23
535,215,13,4,16062.76,0.0,6847.48
536,215,76,4,18830.37,0.05,5766.42
537,216,52,1,2798.14,0.05,1116.81
538,216,70,2,6120.27,0.15,1949.08
539,217,72,2,8262.06,0.0,1745.8
540,217,115,3,9188.52,0.0,2550.36
541,218,24,5,18543.84,0.2,4537.16
542,218,84,1,1812.95,0.2,810.09
543,218,118,1,3817.38,0.1,1008.46
544,219,28,2,8280.66,0.0,1418.78
545,219,94,5,8653.85,0.0,3114.7
546,219,91,4,3520.16,0.0,1254.72
547,220,88,3,8960.95,0.15,3627.2
548,220,67,2,7149.89,0.1,2434.5
549,220,113,5,3806.75,0.0,1286.7
550,221,8,5,8697.68,0.2,3870.32
551,221,56,4,2276.88,0.0,852.68
552,221,28,5,19666.57,0.05,3369.6
553,222,45,5,3762.13,0.1,1481.44
554,222,18,5,13551.61,0.05,5870.1
555,222,52,3,8836.23,0.0,3526.77
556,223,79,1,2221.72,0.2,574.42
557,223,110,4,3906.89,0.05,968.62
558,224,83,4,15251.52,0.0,2444.6
559,224,78,1,1733.17,0.1,314.31
560,225,76,3,11892.86,0.2,3641.95
561,225,25,2,1803.53,0.15,351.46
562,226,24,5,23179.8,0.0,5671.45
563,226,105,2,3911.62,0.0,1528.96
564,227,92,2,3816.96,0.2,1480.75
565,227,6,1,3664.97,0.2,924.36
566,227,30,1,2759.82,0.2,794.36
567,228,51,2,8635.5,0.05,1351.87
568,228,18,1,2425.02,0.15,1050.44
569,229,1,1,3789.52,0.2,945.62
570,229,84,1,2039.57,0.1,911.35
571,229,27,1,847.51,0.05,172.72
572,230,27,2,1427.39,0.2,290.9
573,230,58,1,677.8,0.05,243.06
574,230,19,3,662.47,0.1,264.06
575,231,49,3,4322.35,0.1,1442.2
576,231,85,2,4605.39,0.2,1122.34
577,231,67,2,7944.32,0.0,2705.0
578,232,50,2,1091.81,0.1,196.15
579,232,46,4,8946.91,0.05,2537.15
580,232,25,4,4243.6,0.0,826.96
581,233,33,4,1830.96,0.0,583.84
582,233,1,1,4736.9,0.0,1182.02
583,233,56,4,1935.35,0.15,724.78
584,234,38,4,18869.96,0.0,6046.8
585,234,27,3,2676.36,0.0,545.43
586,235,37,2,4598.82,0.1,1578.58
587,235,36,1,1893.75,0.1,412.71
588,236,101,1,3773.04,0.15,1188.99
589,236,98,4,10971.63,0.05,1782.47
590,236,68,3,11217.41,0.2,4375.46
591,237,29,2,4672.22,0.2,911.87
592,237,58,3,1926.37,0.1,690.8
593,238,50,2,1091.81,0.1,196.15
594,238,35,2,7004.21,0.1,1145.48
595,239,116,2,3568.94,0.2,1084.96
596,239,18,4,10270.69,0.1,4448.92
597,239,3,2,7215.16,0.15,2745.87
598,240,66,2,3528.5,0.0,1291.12
599,240,83,3,9150.91,0.2,1466.76
600,241,48,1,1803.85,0.05,761.37
601,241,67,5,18867.76,0.05,6424.38
602,241,33,4,1830.96,0.0,583.84
603,242,9,1,2610.64,0.0,628.23
604,242,73,3,9234.03,0.05,3484.87
605,242,114,2,1405.63,0.2,468.72
606,243,120,5,10736.01,0.15,4202.74
607,243,72,5,20655.15,0.0,4364.5
608,243,110,4,3495.64,0.15,866.66
609,244,1,1,4500.05,0.05,1122.92
610,244,20,5,11696.94,0.1,3740.99
611,245,73,1,2916.01,0.1,1100.48
612,245,44,2,1278.6,0.0,213.66
613,246,14,4,18257.59,0.05,5701.86
614,246,94,3,4413.46,0.15,1588.5
615,246,40,2,978.13,0.2,258.62
616,247,52,5,12517.99,0.15,4996.26
617,247,86,5,5989.51,0.05,2023.03
618,248,13,5,20078.45,0.0,8559.35
619,248,49,2,3041.65,0.05,1014.88
620,248,61,1,3908.57,0.05,751.02
621,249,46,2,4002.56,0.15,1135.04
622,249,61,3,11108.56,0.1,2134.48
623,249,98,2,5197.09,0.1,844.33
624,250,72,1,4131.03,0.0,872.9
625,250,3,5,21221.05,0.0,8076.1
626,250,89,2,3954.02,0.1,638.5
627,251,111,2,7277.29,0.1,1269.13
628,251,6,4,15576.11,0.15,3928.53
629,252,95,1,3271.11,0.2,1359.06
630,252,10,5,10200.38,0.1,1714.55
631,253,92,2,4771.2,0.0,1850.94
632,253,18,3,8558.91,0.0,3707.43
633,253,29,1,2774.13,0.05,541.42
634,254,2,5,17409.74,0.1,5680.48
635,254,118,1,4029.45,0.05,1064.48
636,255,83,4,15251.52,0.0,2444.6
637,255,76,1,4707.59,0.05,1441.61
638,256,119,1,4354.51,0.0,716.09
639,256,31,3,5208.27,0.15,1187.89
640,256,79,5,11108.6,0.2,2872.08
641,257,81,1,371.36,0.1,57.53
642,257,98,3,7362.54,0.15,1196.13
643,257,31,2,3267.94,0.2,745.34
644,258,97,1,933.64,0.1,375.28
