order_id,customer_id,order_date,region,sales_rep,order_status
197,404,2024-09-23,East,Anjali,Completed
198,238,2024-02-24,West,Anjali,Pending
199,484,2025-04-28,North,Sneha,Pending
200,62,2024-11-01,Central,Vikram,Completed
201,446,2024-07-24,South,Neha,Shipped
202,292,2024-11-19,South,Amit,Completed
203,250,2024-11-16,South,Rahul,Completed
204,232,2024-06-21,South,Anjali,Completed
205,251,2025-09-21,South,Vikram,Cancelled
206,220,2025-05-03,West,Vikram,Completed
207,20,2025-01-17,South,Rahul,Completed
208,388,2024-01-19,South,Rahul,Cancelled
209,376,2025-12-11,South,Neha,Completed
210,67,2025-05-30,West,Anjali,Completed
211,86,2024-11-01,North,Karan,Shipped
212,373,2025-06-20,Central,Neha,Shipped
213,455,2025-05-16,East,Neha,Completed
214,85,2024-08-21,North,Sneha,Cancelled
215,68,2025-08-26,North,Rohit,Completed
216,64,2025-01-19,North,Karan,Pending
217,320,2024-02-19,Central,Priya,Cancelled
218,429,2025-12-07,North,Priya,Shipped
219,228,2025-07-14,North,Karan,Shipped
220,360,2025-12-12,South,Rahul,Completed
221,216,2024-10-03,Central,Anjali,Pending
222,359,2024-04-17,West,Rohit,Cancelled
223,317,2024-04-26,East,Priya,Shipped
224,102,2024-09-26,South,Rohit,Completed
225,184,2024-06-13,East,Rahul,Pending
226,255,2024-12-04,West,Sneha,Completed
227,7,2025-08-10,North,Pooja,Completed
228,487,2024-03-17,Central,Priya,Completed
229,330,2024-10-30,West,Karan,Shipped
230,26,2024-02-10,South,Karan,Completed
231,411,2024-04-28,West,Priya,Completed
232,5,2024-12-02,South,Neha,Shipped
233,490,2024-04-05,East,Neha,Completed
234,94,2025-02-13,West,Pooja,Completed
235,428,2025-03-07,West,Amit,Completed
236,68,2024-04-16,South,Vikram,Pending
237,248,2024-07-04,West,Anjali,Shipped
238,399,2024-01-30,Central,Amit,Shipped
239,472,2025-02-25,North,Pooja,Completed
240,33,2024-01-13,East,Rohit,Cancelled
241,296,2025-11-16,South,Neha,Pending
242,268,2025-03-19,North,Sneha,Shipped
243,178,2025-07-25,South,Anjali,Completed
244,6,2025-04-25,Central,Pooja,Completed
245,39,2024-09-03,East,Neha,Completed
246,26,2025-07-17,South,Vikram,Shipped
247,419,2025-04-15,North,Pooja,Pending
248,230,2025-04-02,West,Neha,Completed
249,255,2025-02-17,North,Vikram,Completed
250,286,2024-04-03,North,Anjali,Pending
251,327,2025-07-29,Central,Sneha,Cancelled
252,344,2025-01-07,East,Rahul,Completed
253,433,2025-07-27,East,Anjali,Pending
254,243,2024-04-26,West,Priya,Cancelled
255,114,2024-12-29,East,Karan,Pending
256,268,2024-02-16,North,Amit,Shipped
257,72,2024-09-17,North,Anjali,Completed
258,97,2024-08-08,West,Pooja,Completed
259,367,2025-02-28,North,Rahul,Cancelled
260,429,2025-04-06,North,Pooja,Cancelled
261,302,2025-05-25,South,Rahul,Pending
262,377,2025-03-19,Central,Anjali,Shipped
263,474,2025-12-09,South,Anjali,Completed
264,375,2025-01-31,North,Anjali,Pending
265,452,2025-01-28,Central,Vikram,Pending
266,469,2025-02-11,East,Neha,Completed
267,232,2025-02-26,South,Anjali,Cancelled
268,454,2025-12-19,East,Rohit,Completed
269,365,2024-07-24,South,Sneha,Pending
270,366,2025-11-19,East,Amit,Cancelled
271,333,2025-07-09,Central,Neha,Cancelled
272,60,2025-05-06,Central,Anjali,Pending
273,483,2024-10-19,Central,Vikram,Completed
274,268,2025-01-25,North,Amit,Completed
275,344,2024-09-30,South,Amit,Completed
276,350,2024-03-04,South,Karan,Completed
277,386,2025-01-02,North,Pooja,Completed
278,316,2025-10-24,South,Rohit,Shipped
279,122,2025-12-10,East,Rahul,Shipped
280,199,2025-07-19,East,Rahul,Completed
281,381,2025-09-27,South,Pooja,Completed
282,467,2025-07-13,Central,Anjali,Completed
283,398,2025-04-04,East,Amit,Cancelled
284,39,2025-06-10,South,Priya,Shipped
285,21,2025-07-23,East,Karan,Completed
286,83,2024-01-06,East,Neha,Shipped
287,364,2024-06-06,North,Neha,Pending
288,27,2025-05-17,East,Anjali,Pending
289,184,2025-06-22,East,Sneha,Completed
290,267,2024-06-12,Central,Vikram,Pending
291,275,2024-12-23,North,Sneha,Completed
292,340,2025-01-04,East,Karan,Completed
293,487,2025-05-01,Central,Rohit,Cancelled
294,5,2025-04-01,East,Sneha,Cancelled
295,315,2024-02-10,South,Neha,Shipped
296,469,2024-09-19,West,Rohit,Cancelled
297,145,2025-01-18,Central,Rohit,Pending
298,229,2024-10-30,North,Sneha,Completed
299,264,2024-06-20,North,Rohit,Pending
300,4,2025-11-17,South,Sneha,Cancelled
301,218,2025-07-04,South,Vikram,Cancelled
302,419,2024-01-25,South,Pooja,Cancelled
303,170,2024-03-16,North,Rahul,Completed
304,407,2024-03-13,Central,Anjali,Completed
305,467,2025-02-01,West,Pooja,Cancelled
306,208,2024-01-18,East,Vikram,Cancelled
307,61,2025-10-18,North,Anjali,Completed
308,388,2025-12-18,North,Priya,Completed
309,476,2024-10-23,North,Karan,Pending
310,45,2025-01-25,West,Vikram,Cancelled
311,16,2025-06-30,South,Sneha,Completed
312,383,2024-10-29,Central,Amit,Completed
313,347,2025-07-20,North,Rohit,Completed
314,64,2025-08-09,North,Anjali,Shipped
315,276,2024-11-08,North,Sneha,Cancelled
316,380,2025-02-26,South,Rohit,Completed
317,83,2025-09-23,South,Karan,Completed
318,59,2024-02-25,Central,Rohit,Shipped
319,331,2024-10-24,North,Priya,Completed
320,51,2025-05-13,Central,Neha,Completed
321,66,2024-10-18,North,Anjali,Completed
322,461,2025-05-12,East,Pooja,Completed
323,316,2024-06-05,Central,Anjali,Pending
324,187,2024-06-21,West,Rahul,Completed
325,127,2024-10-10,West,Neha,Completed
326,348,2025-04-18,West,Pooja,Completed
327,397,2025-07-18,West,Priya,Completed
328,331,2024-10-14,North,Amit,Pending
329,101,2024-03-18,North,Rahul,Pending
330,324,2025-08-15,Central,Vikram,Pending
331,109,2024-09-23,Central,Rohit,Pending
332,242,2025-02-05,East,Sneha,Pending
333,376,2025-04-20,South,Rohit,Pending
334,47,2025-05-29,East,Rahul,Cancelled
335,123,2025-06-10,South,Amit,Shipped
336,82,2025-08-02,Central,Amit,Cancelled
337,375,2024-02-11,East,Sneha,Shipped
338,119,2025-01-13,East,Sneha,Completed
339,343,2025-01-04,Central,Vikram,Shipped
340,470,2024-02-10,North,Neha,Completed
341,361,2024-09-26,East,Anjali,Pending
342,292,2025-10-31,West,Vikram,Completed
343,301,2024-09-14,Central,Vikram,Completed
344,265,2024-12-19,East,Pooja,Shipped
345,455,2025-05-28,North,Amit,Shipped
346,85,2025-06-10,North,Karan,Completed
347,77,2025-01-05,South,Anjali,Cancelled
348,419,2025-02-28,South,Neha,Cancelled
349,59,2025-05-05,West,Sneha,Pending
350,83,2024-09-06,North,Rahul,Completed
351,294,2024-05-17,South,Rohit,Completed
352,457,2024-02-27,South,Amit,Completed
353,473,2025-02-19,Central,Anjali,Pending
354,327,2024-03-28,East,Sneha,Shipped
355,311,2024-06-23,West,Sneha,Shipped
356,308,2024-07-05,Central,Anjali,Cancelled
357,262,2025-12-03,South,Neha,Shipped
358,306,2024-08-23,North,Vikram,Shipped
359,68,2024-07-26,North,Rohit,Pending
360,351,2025-09-12,South,Priya,Completed
361,244,2024-02-09,Central,Rohit,Pending
362,386,2025-05-08,North,Amit,Pending
363,277,2025-06-18,West,Vikram,Completed
364,448,2025-03-15,Central,Sneha,Shipped
365,405,2025-08-26,East,Anjali,Completed
366,218,2025-05-03,East,Sneha,Completed
367,146,2025-02-22,Central,Karan,Completed
368,3,2025-06-19,Central,Priya,Pending
369,4,2025-12-05,South,Neha,Shipped
370,186,2025-03-12,South,Anjali,Completed
371,134,2025-08-01,West,Neha,Pending
372,142,2025-02-27,South,Rohit,Pending
373,248,2025-07-26,East,Rohit,Shipped
374,130,2024-12-18,Central,Vikram,Cancelled
375,71,2025-04-02,South,Amit,Completed
376,110,2024-12-12,West,Rohit,Pending
377,357,2025-02-02,South,Rahul,Completed
378,422,2025-09-06,West,Vikram,Completed
379,33,2025-01-14,South,Priya,Pending
380,20,2025-09-20,West,Rohit,Completed
381,365,2024-06-28,North,Pooja,Shipped
382,6,2024-10-19,Central,Sneha,Completed
383,402,2025-06-12,Central,Sneha,Pending
384,87,2024-09-01,East,Rahul,Completed
385,45,2024-12-27,West,Vikram,Shipped
386,301,2024-01-16,Central,Priya,Completed
387,282,2025-08-19,Central,Neha,Completed
388,494,2025-09-12,South,Sneha,Shipped
389,477,2024-01-05,Central,Karan,Completed
390,209,2025-07-26,North,Priya,Pending
391,151,2025-06-09,North,Karan,Pending
392,417,2025-12-11,East,Pooja,Shipped
393,289,2024-12-13,South,Pooja,Cancelled
394,236,2025-05-08,North,Priya,Completed
395,35,2025-11-24,South,Sneha,Completed
396,212,2025-07-02,Central,Rahul,Cancelled
397,427,2024-10-21,South,Priya,Shipped
398,345,2025-07-21,North,Amit,Shipped
399,161,2025-08-10,South,Karan,Completed
400,485,2024-07-23,West,Sneha,Cancelled
401,124,2024-08-22,South,Sneha,Completed
402,429,2024-06-08,East,Priya,Completed
403,472,2025-09-20,West,Rahul,Pending
404,491,2025-01-15,West,Anjali,Completed
405,253,2025-05-17,East,Amit,Pending
406,144,2025-08-13,South,Amit,Completed
407,270,2025-07-07,West,Rahul,Pending
408,178,2025-04-13,South,Priya,Cancelled
409,266,2025-12-06,East,Rahul,Completed
410,346,2025-08-17,West,Priya,Completed
411,186,2024-07-10,East,Rohit,Completed
412,122,2025-09-19,West,Neha,Completed
413,95,2024-08-03,West,Vikram,Cancelled
414,386,2025-02-14,East,Karan,Shipped
415,93,2025-08-12,South,Sneha,Completed
416,370,2025-07-22,South,Vikram,Shipped
417,101,2025-04-29,South,Rahul,Completed
418,216,2025-10-07,South,Rohit,Pending
419,369,2024-11-03,West,Karan,Pending
420,440,2025-02-11,North,Priya,Cancelled
421,84,2024-09-17,South,Pooja,Cancelled
422,50,2024-09-23,East,Neha,Completed
423,287,2024-12-18,East,Rahul,Shipped
424,63,2024-07-22,Central,Anjali,Pending
425,333,2024-10-18,South,Neha,Completed
426,345,2025-04-02,West,Priya,Shipped
427,315,2025-10-08,West,Amit,Completed
428,328,2025-10-08,West,Anjali,Pending
429,208,2024-06-14,North,Neha,Completed
430,161,2025-12-28,East,Karan,Pending
431,331,2025-03-31,East,Neha,Cancelled
432,301,2025-02-27,West,Amit,Completed
433,438,2024-08-28,South,Karan,Cancelled
434,359,2024-06-19,South,Vikram,Completed
435,49,2025-07-15,West,Rahul,Completed
436,395,2024-03-26,Central,Priya,Completed
437,317,2025-11-01,North,Vikram,Completed
438,118,2025-03-29,East,Amit,Completed
439,270,2024-02-05,North,Neha,Completed
440,443,2025-07-07,West,Karan,Pending
441,228,2024-06-30,Central,Anjali,Pending
442,234,2025-06-20,West,Rohit,Completed
443,466,2025-07-06,West,Sneha,Completed
444,227,2025-02-26,East,Karan,Completed
445,156,2025-06-19,North,Amit,Completed
446,147,2024-01-09,Central,Pooja,Shipped
447,154,2024-10-26,West,Anjali,Completed
448,408,2025-01-17,Central,Sneha,Shipped
449,452,2025-02-08,West,Sneha,Completed
450,367,2024-08-13,West,Karan,Completed
451,217,2025-09-19,Central,Karan,Completed
452,333,2025-02-26,East,Sneha,Completed
453,94,2024-04-23,East,Pooja,Pending
454,232,2025-05-18,Central,Sneha,Completed
455,10,2025-07-01,North,Rahul,Completed
456,498,2024-10-02,East,Amit,Cancelled
457,225,2024-04-02,South,Amit,Completed
458,253,2025-03-06,East,Karan,Shipped
459,191,2024-12-04,North,Priya,Completed
460,29,2024-03-14,West,Rohit,Shipped
461,93,2025-01-25,East,Rahul,Completed
462,499,2025-03-29,West,Sneha,Cancelled
463,18,2024-04-06,West,Rohit,Cancelled
464,107,2025-11-28,West,Karan,Completed
465,82,2025-06-17,Central,Priya,Completed
466,247,2025-01-04,South,Rahul,Cancelled
467,112,2025-10-10,South,Vikram,Completed
468,8,2025-08-21,East,Priya,Shipped
469,405,2024-02-13,North,Anjali,Cancelled
470,244,2025-01-15,South,Priya,Completed
471,81,2025-12-03,North,Anjali,Completed
472,477,2024-12-30,North,Amit,Cancelled
473,275,2025-05-14,South,Sneha,Completed
474,286,2024-07-16,West,Rahul,Cancelled
475,194,2024-09-13,South,Rahul,Shipped
476,362,2024-10-28,Central,Rohit,Cancelled
477,251,2024-07-10,Central,Rohit,Completed
478,166,2025-09-05,East,Rohit,Completed
479,36,2025-04-05,South,Karan,Completed
480,278,2024-01-01,West,Rohit,Shipped
481,376,2025-09-26,North,Neha,Pending
482,123,2025-11-05,North,Rohit,Shipped
483,98,2025-07-18,West,Amit,Pending
484,145,2025-10-18,West,Neha,Completed
485,50,2024-02-14,North,Amit,Completed
486,448,2024-04-19,South,Pooja,Completed
487,51,2025-10-19,Central,Vikram,Cancelled
488,251,2025-12-19,Central,Anjali,Completed
489,26,2025-09-12,South,Priya,Completed
490,477,2024-03-22,West,Pooja,Cancelled
491,32,2025-03-01,Central,Neha,Cancelled
492,30,2025-06-25,East,Rahul,Cancelled
493,37,2024-08-09,North,Rohit,Completed
494,52,2025-01-29,Central,Sneha,Completed
495,270,2025-10-02,Central,Amit,Pending
496,384,2024-04-18,West,Anjali,Completed
497,346,2024-04-16,West,Amit,Completed
498,282,2024-12-11,Central,Amit,Pending
499,308,2024-11-18,East,Rohit,Completed
500,433,2025-10-10,West,Vikram,Cancelled
501,166,2025-07-30,South,Rohit,Completed
502,193,2025-01-03,East,Pooja,Shipped
503,492,2024-02-05,North,Karan,Pending
504,9,2024-11-05,South,Rahul,Completed
505,114,2024-01-23,East,Karan,Pending
506,262,2025-08-08,Central,Amit,Completed
507,20,2024-06-08,East,Amit,Completed
508,188,2024-08-26,South,Karan,Completed
509,48,2025-08-05,West,Sneha,Cancelled
510,40,2024-06-26,West,Pooja,Cancelled
511,360,2025-09-01,North,Karan,Completed
512,375,2024-03-21,West,Rahul,Completed
513,179,2024-05-03,West,Sneha,Cancelled
514,335,2025-10-11,North,Vikram,Completed
515,157,2024-11-22,North,Rohit,Pending
516,77,2025-12-15,Central,Sneha,Completed
517,26,2025-09-01,West,Anjali,Pending
518,47,2024-10-23,West,Vikram,Completed
519,68,2025-05-02,North,Anjali,Cancelled
520,26,2024-09-25,West,Priya,Shipped
521,257,2024-05-18,South,Pooja,Pending
522,102,2025-10-29,West,Anjali,Completed
523,288,2024-09-09,Central,Sneha,Completed
524,137,2025-12-02,East,Anjali,Completed
525,58,2025-01-09,West,Neha,Completed
526,165,2025-11-02,Central,Rahul,Completed
527,87,2025-03-28,Central,Anjali,Completed
528,226,2024-07-23,South,Neha,Completed
529,388,2024-02-25,North,Sneha,Pending
530,475,2024-01-15,East,Neha,Cancelled
531,412,2025-04-05,East,Pooja,Completed
532,170,2024-08-04,Central,Sneha,Pending
533,268,2025-05-09,Central,Anjali,Cancelled
534,73,2025-08-19,West,Rohit,Completed
535,131,2024-10-17,North,Sneha,Cancelled
536,317,2025-04-21,North,Rahul,Completed
537,199,2024-04-20,East,Rahul,Completed
538,445,2025-01-24,South,Rohit,Cancelled
539,51,2025-09-03,West,Rohit,Completed
540,96,2025-04-13,Central,Rohit,Cancelled
541,12,2025-06-26,South,Karan,Completed
542,251,2024-01-19,South,Neha,Cancelled
543,181,2024-08-29,East,Rohit,Completed
544,416,2025-01-31,East,Rahul,Pending
545,486,2024-06-04,South,Neha,Shipped
546,337,2025-01-26,North,Rohit,Cancelled
547,314,2024-09-03,West,Anjali,Completed
548,219,2024-12-03,Central,Pooja,Pending
549,68,2025-08-17,South,Rohit,Cancelled
550,410,2024-11-12,South,Rohit,Completed
551,221,2024-06-10,Central,Neha,Completed
552,286,2024-07-07,North,Neha,Completed
553,373,2025-02-27,East,Vikram,Completed
554,227,2024-07-11,South,Priya,Completed
555,95,2025-09-23,Central,Karan,Pending
556,291,2025-09-02,South,Sneha,Completed
557,352,2024-03-22,East,Pooja,Completed
558,258,2025-12-30,West,Neha,Completed
559,437,2025-04-30,West,Amit,Completed
560,99,2025-02-22,North,Rahul,Completed
561,487,2025-11-18,South,Sneha,Completed
562,34,2025-09-23,West,Pooja,Cancelled
563,167,2025-03-13,South,Vikram,Completed
564,312,2025-02-07,East,Anjali,Cancelled
565,293,2025-06-21,Central,Rahul,Pending
566,56,2024-02-13,West,Sneha,Pending
567,276,2025-07-25,North,Vikram,Pending
568,392,2024-10-25,South,Pooja,Shipped
569,453,2025-04-17,East,Amit,Shipped
570,151,2025-12-07,North,Rohit,Completed
571,238,2025-05-27,North,Priya,Completed
572,399,2024-05-18,Central,Vikram,Shipped
573,166,2024-07-02,North,Pooja,Pending
574,460,2024-04-02,West,Karan,Completed
575,355,2024-04-03,North,Priya,Cancelled
576,231,2025-06-20,North,Vikram,Cancelled
577,406,2024-06-12,Central,Vikram,Pending
578,195,2024-12-09,South,Anjali,Cancelled
579,442,2024-05-28,South,Amit,Cancelled
580,27,2024-11-12,East,Pooja,Completed
581,321,2024-05-14,North,Sneha,Completed
582,319,2025-04-14,North,Pooja,Shipped
583,279,2025-05-20,Central,Sneha,Completed
584,302,2025-02-23,West,Pooja,Completed
585,308,2024-09-07,North,Rohit,Completed
586,318,2024-02-20,South,Amit,Completed
587,29,2024-05-28,North,Rahul,Cancelled
588,296,2024-12-05,East,Priya,Completed
589,56,2024-06-14,South,Karan,Pending
590,339,2025-07-29,Central,Amit,Shipped
591,384,2024-02-06,East,Priya,Completed
592,166,2024-03-10,West,Vikram,Pending
593,34,2024-05-17,West,Priya,Cancelled
594,441,2025-06-23,East,Vikram,Pending
595,108,2024-02-29,Central,Priya,Pending
596,374,2025-05-10,North,Anjali,Cancelled
597,148,2024-11-20,Central,Karan,Pending
598,295,2024-05-12,East,Anjali,Pending
599,255,2025-05-19,West,Amit,Pending
600,120,2024-01-02,South,Priya,Completed
601,239,2025-09-22,South,Vikram,Shipped
602,24,2025-07-27,East,Sneha,Completed
603,328,2024-09-17,East,Priya,Completed
604,154,2024-11-27,Central,Rahul,Completed
605,352,2025-02-09,East,Anjali,Pending
606,492,2024-07-17,South,Neha,Completed
607,473,2024-02-06,West,Amit,Shipped
608,80,2024-12-09,Central,Pooja,Shipped
609,476,2024-11-02,Central,Anjali,Cancelled
610,348,2025-07-02,Central,Rahul,Completed
611,296,2024-03-08,East,Amit,Completed
612,431,2025-01-19,East,Rohit,Completed
613,293,2024-07-10,West,Anjali,Completed
614,443,2025-12-27,East,Rahul,Completed
615,212,2024-08-31,West,Neha,Shipped
616,425,2025-06-21,South,Karan,Completed
617,58,2024-07-25,North,Priya,Shipped
618,260,2025-05-27,West,Amit,Completed
619,175,2024-11-13,Central,Neha,Completed
620,394,2025-11-23,Central,Amit,Completed
621,371,2025-01-31,West,Rohit,Completed
622,3,2025-12-04,North,Anjali,Completed
623,171,2024-04-15,North,Rohit,Cancelled
624,382,2025-08-14,North,Karan,Cancelled
625,457,2024-07-24,East,Sneha,Completed
